Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,SKU441,68.73255691,52.65714308,797.4188579,8541.882688,Non-binary,57.32564853,8.100787747,94.16265214,4.197920795,Carrier B,3.06334888,Supplier 3,Mumbai,29.2217127,236.709584,28.73585305,45.98659287,Pending,0.143058676,Road,Route B,145.1539151
skincare,SKU442,49.90239882,29.93462565,196.5012261,9662.268935,Male,4.509594274,17.67879925,46.2169245,3.773491388,Carrier B,2.661516394,Supplier 3,Chennai,24.41807704,474.6759994,7.832267373,58.36493101,Pending,3.143575107,Rail,Route C,610.9762929
skincare,SKU443,25.68661881,47.83546491,713.9919266,8378.663851,Female,12.62510008,17.53784098,17.01348657,7.957358927,Carrier C,2.266862095,Supplier 5,Kolkata,23.50525344,831.7010791,27.33123674,41.95709116,Fail,3.42355652,Road,Route A,393.5169353
cosmetics,SKU444,60.29482633,88.02362853,889.7844182,1988.855166,Male,96.92816683,21.90499644,84.77858665,7.051959648,Carrier C,7.489573614,Supplier 4,Delhi,5.686603013,195.2314313,27.65656649,39.59790646,Pending,0.618789657,Rail,Route B,970.2784189
haircare,SKU445,65.44426317,16.26516658,641.4291958,8980.508312,Unknown,54.37459142,7.447740888,60.37096942,5.851186594,Carrier C,1.507419793,Supplier 2,Chennai,28.94242028,934.6465155,2.231918153,40.15709069,Fail,0.253993799,Rail,Route B,226.9264446
skincare,SKU446,30.77429933,75.68302979,495.1130487,8266.786605,Male,59.8145217,24.19855561,50.64569724,7.698801318,Carrier C,6.716362171,Supplier 5,Kolkata,16.74667824,364.2536497,21.14786279,1.08506857,Pending,4.800382152,Rail,Route C,569.5730291
skincare,SKU447,89.72776351,10.43446539,125.5683251,8656.066219,Female,72.94158846,26.98898318,77.68768181,6.122150744,Carrier C,4.715428193,Supplier 1,Delhi,16.17772791,335.0575179,5.416747397,7.797786754,Fail,0.176771691,Air,Route C,770.5780175
skincare,SKU448,5.349436599,73.85451671,297.1949728,6531.195736,Female,0,5.462625958,78.96897294,1.022462544,Carrier B,4.384468782,Supplier 1,Bangalore,3.531910636,414.5530763,19.98427078,78.36844874,Pass,0.983739946,Air,Route A,871.5340975
haircare,SKU449,25.85536863,53.45075523,885.8867303,2665.958936,Female,73.08744392,1.806089448,63.60120065,10,Carrier C,9.246264834,Supplier 4,Mumbai,21.01713834,762.2916905,27.45711698,52.1827366,Fail,2.442797145,Rail,Route C,181.3270702
haircare,SKU450,33.29825698,2.984897107,21.6527907,5275.338323,Male,93.62355903,6.22083915,52.18595754,5.991043386,Carrier B,5.29656727,Supplier 2,Chennai,25.57575717,789.8389468,25.29375647,63.64544304,Pass,3.415932971,Rail,Route A,522.8433533
skincare,SKU451,16.37819514,15.55535201,410.3026058,9165.472113,Unknown,39.76090578,27.61665609,72.30157481,8.477811258,Carrier C,4.261293705,Supplier 3,Mumbai,29.95682323,918.6888998,23.37730083,86.61622881,Fail,2.691637388,Rail,Route A,413.5321638
cosmetics,SKU452,78.82765824,18.5189733,124.2386996,7818.172438,Unknown,95.49131362,23.30898362,12.57868244,5.941586522,Carrier C,2.368574091,Supplier 5,Delhi,27.83336154,191.9603685,28.38498397,13.01608137,Pass,2.78648953,Rail,Route A,310.880993
haircare,SKU453,78.17435821,65.32160062,702.8901525,7504.467333,Unknown,14.49535257,13.28448493,25.33537073,8.948118068,Carrier B,8.560456788,Supplier 4,Kolkata,17.93445372,431.6705318,25.24956125,56.2223825,Pending,1.25471374,Air,Route A,761.7680811
skincare,SKU454,7.384568238,47.91975143,75.59560702,7745.660415,Male,10.08873472,14.46533518,60.91994022,8.106518847,Carrier C,3.708422939,Supplier 3,Kolkata,14.40921483,330.5712421,24.62724897,1.638809976,Pending,1.017738404,Sea,Route A,117.7242159
cosmetics,SKU455,95.15330725,43.77367399,372.3898345,2528.341141,Unknown,44.75793331,9.551761011,65.2454861,8.152715111,Carrier C,7.46557349,Supplier 5,Mumbai,25.00399803,341.4050981,4.483095104,10.13491872,Fail,3.059902467,Rail,Route B,793.233796
skincare,SKU456,14.13981774,13.12738263,978.6166794,2028.616403,Unknown,48.8890005,12.94858515,78.55747978,1.949629326,Carrier C,8.530825771,Supplier 5,Kolkata,18.58565146,838.6487684,6.286416549,95.77627002,Pass,1.699278127,Road,Route B,827.2522926
cosmetics,SKU457,84.61326001,38.99587651,389.8945883,7714.872403,Male,19.35085212,24.58708231,64.57476782,5.206857825,Carrier B,1.641612839,Supplier 2,Chennai,12.60612631,446.2442372,3.588227898,43.73633485,Fail,4.639174172,Road,Route A,860.1035559
haircare,SKU458,74.71081691,63.25789018,677.7786854,7329.747582,Unknown,19.2985945,13.12464082,30.25357008,9.24850523,Carrier B,8.792454931,Supplier 4,Mumbai,18.83480106,457.1292634,25.01211326,59.90371865,Pending,1.06516449,Air,Route A,769.422437
cosmetics,SKU459,75.11819162,59.91215094,754.8342415,9647.144336,Male,58.75266838,18.0334959,89.13647291,6.824869746,Carrier A,3.781398667,Supplier 2,Mumbai,20.29709368,954.9313415,11.60424263,71.5618342,Pending,0.623929468,Sea,Route A,103.916248
haircare,SKU460,34.28136533,24.27828005,624.5255356,9209.243839,Unknown,10.4991637,10.60452466,49.92857776,7.727708521,Carrier C,4.135130997,Supplier 2,Kolkata,17.94211515,378.0574839,17.97501715,29.52501624,Pending,2.027860285,Sea,Route A,585.9245782
cosmetics,SKU461,81.93320621,58.5522511,606.3857348,7112.81541,Unknown,68.60667685,24.21602386,6.492880479,6.20285304,Carrier B,5.74491617,Supplier 5,Chennai,18.58602624,770.796676,3.359246279,61.25874383,Pending,0.018607568,Air,Route C,508.0491776
haircare,SKU462,70.44369705,17.28693923,646.949182,9319.03208,Unknown,51.12642505,7.494894538,57.2324344,5.860003094,Carrier C,1.265217653,Supplier 4,Kolkata,29.29959231,941.7004784,2.351455261,40.51447159,Fail,0.242071514,Rail,Route B,201.7415823
cosmetics,SKU463,63.32084388,29.32273613,483.5131913,1061.618523,Non-binary,100,16.2298588,23.87542742,6.760493162,Carrier B,7.490379068,Supplier 1,Kolkata,10.72781619,185.6357443,3.800494231,1.08506857,Fail,0.584609946,Air,Route A,326.6878431
skincare,SKU464,15.46785235,12.80058125,394.8078036,8737.524056,Female,37.12628868,27.67313035,72.95933773,8.125590991,Carrier A,4.516741562,Supplier 4,Mumbai,29.5628611,937.8653946,23.13679923,85.07584299,Fail,2.952173007,Rail,Route A,440.4312368
skincare,SKU465,14.58886832,98.00075415,737.9429813,7541.340814,Female,55.05203022,29.78761275,35.45311174,2.239936726,Carrier A,9.771279278,Supplier 3,Mumbai,22.70675807,518.6583375,30,30.52898293,Pending,4.924531003,Road,Route B,510.36449
haircare,SKU466,5.790215423,32.23054749,203.0293923,9256.701012,Male,6.877468782,26.67774262,1,8.214468428,Carrier C,9.919906073,Supplier 2,Bangalore,27.33590959,441.1005475,3.721837353,42.26221972,Pending,3.639630211,Air,Route A,739.2843333
skincare,SKU467,7.339697161,28.58094018,851.6145513,2677.461887,Non-binary,3.717214857,2.935177352,56.41149926,8.019422121,Carrier A,3.786150248,Supplier 5,Delhi,4.267776298,387.2104455,4.062487782,94.50955552,Fail,3.179437773,Air,Route A,872.3963091
haircare,SKU468,5.119387523,36.9323033,194.4088045,8960.179453,Male,1.699930823,26.10834375,1.119960098,7.80917904,Carrier C,9.742637092,Supplier 2,Bangalore,27.20680458,469.1584912,3.603524854,43.85663737,Pending,3.952598958,Road,Route A,729.6228248
skincare,SKU469,89.32017032,13.62890968,108.0050749,8513.414112,Female,71.22518647,27.18449544,76.09439978,5.77782513,Carrier C,4.687400535,Supplier 1,Delhi,17.14990531,350.977092,6.012781455,9.255172863,Fail,0.201563886,Air,Route C,796.5806118
haircare,SKU470,80.38661178,12.84388093,697.3877554,2840.882727,Male,97.17083858,11.59225325,7.881451462,4.920155977,Carrier C,4.867809485,Supplier 2,Delhi,26.54824304,903.4968186,5.039538806,31.35295616,Pending,4.583199348,Sea,Route B,326.3308084
haircare,SKU471,90.31641282,95.08306237,632.0311845,2390.420474,Unknown,70.68037382,25.75817342,79.37534408,10,Carrier A,8.3763742,Supplier 5,Chennai,25.18814902,604.0090359,21.7956929,31.58848078,Pass,4.74397008,Air,Route B,477.298636
skincare,SKU472,96.47871741,20.81705091,337.6840323,8100.195628,Unknown,26.15131928,11.77233412,66.60039443,6.127258957,Carrier A,8.973436155,Supplier 1,Chennai,28.59091093,325.0231882,6.191049992,63.8028531,Pass,4.128678763,Rail,Route B,477.4409946
skincare,SKU473,9.33575459,77.91900368,293.9383991,6559.704498,Female,3.702906462,5.534334343,80.76330329,1,Carrier B,4.121360148,Supplier 4,Bangalore,4.006465949,364.4874427,20.95085704,77.40061984,Pending,0.995152669,Air,Route A,893.7772327
skincare,SKU474,42.279337,97.1630967,148.8723986,1522.020091,Female,22.08944172,27.62207126,55.26585876,4.337039249,Carrier B,7.592416054,Supplier 5,Bangalore,26.48972825,178.1384425,6.483984325,97.49035413,Fail,4.939255289,Road,Route A,632.5906592
skincare,SKU475,98.52969386,1.736503647,809.1108291,9300.527222,Male,65.04446207,11.45926648,13.17938543,1.099635272,Carrier B,8.612483067,Supplier 1,Mumbai,9.147348891,748.8769857,27.13189873,7.349245506,Pending,2.143526244,Air,Route B,576.7407128
haircare,SKU476,32.27419652,15.42515993,606.0914377,5685.982534,Non-binary,31.22933972,20.9134323,58.66048808,2.890163701,Carrier B,4.279646166,Supplier 5,Kolkata,26.61966545,526.4310275,29.17135158,27.78668761,Pass,2.428862762,Road,Route A,808.823738
skincare,SKU477,6.714256012,71.92687914,286.8787811,6613.706582,Female,1.036913118,5.088440981,76.50742422,1,Carrier B,4.146601432,Supplier 4,Bangalore,4.822971957,430.3909251,20.68156576,76.81017308,Pass,0.970244651,Air,Route A,841.8850504
skincare,SKU478,17.22972634,12.40953976,238.8221196,1286.680161,Unknown,30.40799431,14.07147439,25.49005086,5.832846866,Carrier B,1.61716578,Supplier 5,Mumbai,3.735921132,558.1258749,17.27276222,74.8891116,Pass,2.13084553,Rail,Route A,269.8042661
haircare,SKU479,1.699976014,87.31578181,144.5502357,3151.867497,Non-binary,91.44280382,26.86351322,66.80538514,2.898327819,Carrier B,4.463337434,Supplier 4,Chennai,10.69346066,104,16.49277775,54.86401711,Pass,2.786438485,Road,Route A,221.0303078
skincare,SKU480,98.7200257,3.482190062,810.9893663,9532.472906,Unknown,63.05838102,11.35331485,11.45372038,1.275892006,Carrier B,8.798685923,Supplier 5,Mumbai,10.27576086,730.3508025,27.04457472,6.237245968,Pending,2.01124239,Air,Route B,586.75173
skincare,SKU481,99.17132864,8.47264677,141.5604212,6129.852602,Female,89.45234203,1,23.50142109,8.278228101,Carrier B,9.929816245,Supplier 1,Kolkata,23.77066931,374.1445262,10.50579802,47.37102372,Fail,1.934035759,Sea,Route B,526.424513
skincare,SKU482,50.96030512,100,169.5576019,2048.703712,Female,19.30457245,26.8649652,57.06279774,3.981396946,Carrier B,7.620701792,Supplier 5,Bangalore,25.98528714,171.1623949,6.33238577,96.13897533,Fail,4.811703317,Rail,Route A,633.9745912
cosmetics,SKU483,64.08122683,1,269.5135747,8097.519278,Female,42.24955691,4.881039801,66.34009249,6.92839862,Carrier B,7.906857968,Supplier 1,Kolkata,16.5194949,325.9310916,7.564040253,37.35600086,Pending,3.815185168,Road,Route B,749.3235889
cosmetics,SKU484,2.764516575,31.60673744,362.4377148,9292.046885,Female,84.79276365,5.138814128,30.16356619,7.011628235,Carrier A,2.851072573,Supplier 5,Kolkata,10.45647742,571.5701038,29.72704913,94.9365332,Pending,1.560145648,Sea,Route A,180.9282583
haircare,SKU485,69.51386567,78.86789263,649.8308592,2259.038111,Unknown,64.31429589,23.99923263,6.850187681,7.779284812,Carrier B,4.942918432,Supplier 1,Bangalore,19.75369316,451.0771074,4.613027169,98.87579006,Fail,0.676865167,Air,Route A,666.3767014
cosmetics,SKU486,5.268242947,96.84367764,996,7980.797259,Unknown,78.30684983,25.38889406,72.77251628,9.30974872,Carrier B,6.938676721,Supplier 2,Delhi,11.8489848,922.5557962,14.5391027,62.78647406,Pass,1.452331357,Air,Route B,856.2430265
haircare,SKU487,31.46181617,57.42722724,876.0026583,2475.562408,Unknown,67.99863997,1.754260141,63.44748694,9.756667527,Carrier B,9.475207921,Supplier 4,Kolkata,21.55037049,784.0802168,27.79271609,49.5343865,Fail,2.508887382,Rail,Route C,183.6253792
cosmetics,SKU488,82.61471916,82.71836957,68.78954345,2453.192868,Female,45.4156892,17.09569694,84.94475277,9.016087431,Carrier C,3.800778217,Supplier 1,Chennai,7.205390887,411.8991267,17.12967159,43.9283206,Fail,0.196314401,Air,Route C,642.9801007
cosmetics,SKU489,99.17132864,8.830723406,84.09026459,6103.517494,Unknown,88.85734695,1.702647066,25.9366348,7.964470021,Carrier B,9.862503411,Supplier 1,Kolkata,22.07418262,341.3114433,12.1450439,45.10743905,Pending,1.981269059,Rail,Route B,564.5237139
haircare,SKU490,69.2674675,23.7590447,261.592188,5387.602477,Male,35.99049154,1.402998308,23.86513863,9.715521994,Carrier A,7.138317808,Supplier 2,Bangalore,25.76337314,973.5789742,24.40446634,62.94600022,Pending,2.150827435,Rail,Route A,981.6722381
haircare,SKU491,32.36042174,10.90397686,629.8110396,5989.213116,Non-binary,30.59765251,22.14855555,65.59271893,3.256807816,Carrier B,4.517491327,Supplier 3,Kolkata,25.78583535,483.7631028,29.44208915,32.66657078,Pass,2.452947616,Road,Route B,803.6274787
haircare,SKU492,9.213860803,6.105202895,309.7082171,3022.155659,Male,57.7960375,25.55476589,34.38367992,7.255856454,Carrier B,9.072814458,Supplier 4,Kolkata,26.83880683,797.8815025,29.60419558,49.16443269,Fail,0.885522336,Road,Route C,911.5539943
skincare,SKU493,19.93721687,13.98579289,315.3394786,3010.02794,Unknown,43.59372966,18.4454985,74.44366379,1,Carrier A,4.776568066,Supplier 2,Mumbai,5.302379576,915.8568587,26.70398559,4.195957136,Pending,4.235118783,Road,Route B,586.7779748
cosmetics,SKU494,36.01341088,30.11959074,162.1410206,3510.082367,Non-binary,0.457517142,8.669929832,57.32261244,8.067359363,Carrier B,1.231970309,Supplier 2,Bangalore,1.752427346,364.6780703,17.41471052,98.10213477,Pending,1.924898188,Air,Route A,277.0716976
cosmetics,SKU495,75.15789162,57.10891534,722.8374352,9597.285183,Male,60.28851617,18.58431949,86.17355092,6.41174054,Carrier C,3.992457652,Supplier 2,Mumbai,21.07241415,957.3359103,9.836454624,67.22628853,Pending,0.727938441,Sea,Route A,103.916248
skincare,SKU496,92.46580016,11.12560434,148.8803901,8466.576209,Female,73.29048831,26.34526168,74.57345918,5.676942264,Carrier C,4.560837046,Supplier 1,Delhi,17.7656248,341.7071134,6.06510392,8.295494763,Fail,0.106311832,Air,Route C,754.8113603
haircare,SKU497,41.22527932,71.23074735,122.6018237,2186.321989,Male,80.56634917,10.69574306,54.66044048,3.086092982,Carrier A,2.37537624,Supplier 4,Kolkata,19.65071802,962.9588603,22.99303236,78.81915302,Pending,3.746449165,Road,Route B,443.5442065
haircare,SKU498,58.70431782,13.40653305,362.7253099,2639.191082,Unknown,99.72514742,28.32079306,54.81154456,4.07236225,Carrier B,7.109882476,Supplier 1,Kolkata,25.62390276,310.9324399,5.293887431,43.07136075,Pass,3.06372122,Air,Route B,849.0087774
haircare,SKU499,36.85715975,30.87442222,172.5371267,3659.191496,Male,3.070342988,8.411476756,60.991115,7.973270504,Carrier B,1.117316652,Supplier 2,Bangalore,2.66637886,357.6311542,19.09527745,99.4661086,Fail,1.992090325,Rail,Route C,321.1729958
cosmetics,SKU500,5.262649909,15.48075897,647.652707,7791.716441,Female,78.00229531,1.688083874,23.65875328,5.841964797,Carrier A,9.12864691,Supplier 2,Bangalore,1.514737812,242.4378045,9.857017097,31.50784323,Pending,2.192604679,Road,Route A,433.7763899
skincare,SKU501,38.01529903,72.93816171,448.0235065,8620.856169,Male,60.44213256,24.27375379,55.8083062,7.81570638,Carrier A,6.343028749,Supplier 5,Mumbai,15.9179797,335.3308024,21.17842987,1.08506857,Fail,4.929839273,Rail,Route C,552.7657821
skincare,SKU502,88.64513319,15.16300274,497.5218903,9577.896871,Unknown,11.27015976,8.575475006,69.81269526,8.995498496,Carrier C,9.160896457,Supplier 1,Mumbai,10.70194625,193.8114893,11.33182743,6.212063873,Fail,0.041770046,Sea,Route C,156.5380719
haircare,SKU503,41.76377499,90.35859476,29.70025463,7146.965966,Female,12.13505042,11.98296474,21.47131704,3.574557524,Carrier B,6.324108645,Supplier 1,Bangalore,21.77892967,757.2649867,15.88090559,10.61947352,Pass,1.847223623,Road,Route C,178.2871319
cosmetics,SKU504,85.21110057,37.79678184,401.5457046,8072.919398,Unknown,18.79737732,24.23924663,68.07834459,5.177781352,Carrier A,1.263412317,Supplier 4,Chennai,13.41109417,449.159234,4.005395616,46.70527201,Fail,4.433128236,Road,Route A,865.2451743
haircare,SKU505,79.41689154,64.96691993,674.4752755,7210.620144,Non-binary,13.74286863,14.68579128,26.02408977,9.424725456,Carrier B,8.755773384,Supplier 4,Mumbai,17.41185004,492.8157994,25.24083062,58.37070888,Pending,1.239759721,Air,Route C,786.6115032
haircare,SKU506,55.90745296,15.88064582,367.8433989,2498.76255,Male,93.35138869,27.97970471,56.35961492,3.750073036,Carrier C,6.960187575,Supplier 1,Kolkata,26.43789934,337.3865476,4.124697502,44.7260336,Pass,3.075814868,Road,Route B,855.4253131
haircare,SKU507,89.47403747,98.40561888,612.9768553,1993.997025,Unknown,76.15333713,26.15312222,79.68517145,10,Carrier A,8.145487327,Supplier 4,Chennai,23.5976236,569.7093466,21.54642113,36.23689337,Pass,4.743189129,Air,Route B,465.7383154
haircare,SKU508,95.81634733,10.56212725,325.1996822,3508.381046,Male,58.08978453,16.30295753,45.64942238,4.121350293,Carrier B,6.585878623,Supplier 2,Bangalore,26.04634752,141.6140436,4.53435373,15.4893678,Pass,2.112386024,Rail,Route A,609.1111675
skincare,SKU509,47.80276387,24.49563562,152.4305119,9766.988332,Male,7.751928784,17.75891762,43.78499386,4.233337931,Carrier B,2.611173006,Supplier 3,Chennai,23.73141767,466.4163005,8.662657258,62.09886033,Pending,3.090704569,Rail,Route C,618.7917233
skincare,SKU510,50.25792455,28.72520358,194.1775164,9486.65877,Male,6.750245053,16.26031426,40.51890107,4.055154037,Carrier B,2.707470728,Supplier 3,Chennai,22.89370396,445.1441347,7.673288249,61.0957561,Pending,3.130237772,Rail,Route C,586.3413619
cosmetics,SKU511,5.889826787,14.91486422,626.6348522,8112.613205,Female,73.03304555,3.041120871,26.51093066,6.032750854,Carrier A,9.264541753,Supplier 2,Bangalore,3.21228669,263.277199,9.888330952,34.20164677,Pending,2.065990865,Road,Route A,374.9385546
haircare,SKU512,34.37086424,1,10.18546387,5236.897907,Male,92.11107361,7.014306043,50.48748669,5.864316065,Carrier B,5.20828122,Supplier 2,Chennai,25.80295092,788.4609024,25.41228762,67.08679862,Pass,3.139714487,Rail,Route A,508.1903981
haircare,SKU513,30.95376477,10.39468496,616.1411609,6064.103731,Non-binary,33.22543488,22.24309307,59.22446892,3.273016669,Carrier B,4.188067741,Supplier 1,Mumbai,25.00874826,472.735604,28.99276955,32.00299836,Pass,2.557553884,Road,Route B,836.9480757
cosmetics,SKU514,71.6686655,90.50041127,259.8498046,4300.126185,Unknown,86.41693015,2.524520624,40.29553323,6.810797744,Carrier C,7.276348369,Supplier 2,Mumbai,12.18505951,756.2316167,13.87983018,18.31645656,Pass,1.829424613,Sea,Route C,301.4855558
skincare,SKU515,68.91577853,57.35056159,808.7636677,8447.25399,Non-binary,58.44670445,6.911404952,96,4.170380395,Carrier B,2.99947489,Supplier 3,Mumbai,28.94618618,212.4995484,29.62454639,44.8625118,Pending,0.018607568,Road,Route A,183.7260666
skincare,SKU516,15.27203074,54.08854123,237.2244138,4180.099393,Non-binary,57.92559423,19.13186928,10.07381848,3.927144522,Carrier A,2.641291216,Supplier 3,Bangalore,17.53266985,758.1616169,9.932027738,22.37988249,Pass,3.596532914,Sea,Route A,701.9088459
skincare,SKU517,47.58129426,99.56636761,159.7265268,1976.938931,Female,19.9289465,26.37853534,56.72913849,3.931746411,Carrier C,7.498173086,Supplier 3,Bangalore,25.72187179,175.4580806,6.61366321,96.32783215,Fail,4.799158222,Road,Route B,644.8441535
skincare,SKU518,52.5649148,36.1004554,931.3517949,7185.54148,Male,13.63602299,19.34282552,70.85526912,5.767745968,Carrier C,7.490940741,Supplier 2,Mumbai,7.315591543,822.5851071,19.23517766,23.4223453,Pending,2.974385437,Rail,Route A,599.6180557
haircare,SKU519,5.311273763,58.10326316,47.33662864,4024.012555,Male,46.43513106,19.46216845,3.108689864,8.977888114,Carrier A,7.694456566,Supplier 4,Mumbai,9.422631123,529.332046,13.37619509,65.95753954,Fail,3.4766239,Road,Route A,569.6823585
skincare,SKU520,50.7642068,76.56577617,723.5345044,9841.276769,Female,67.6770657,1,87.99142794,4.94693436,Carrier B,9.265301344,Supplier 5,Mumbai,9.819242592,867.8710164,11.42488222,9.367346772,Pending,0.490322162,Air,Route A,375.063511
skincare,SKU521,99.17132864,1,813.5408384,9255.334617,Male,63.22282362,10.65749223,12.84362877,1.204622869,Carrier C,8.395796915,Supplier 1,Mumbai,10.11223609,722.0639927,26.49007943,9.453638705,Pending,2.168632699,Air,Route C,555.3310712
haircare,SKU522,80.61624064,17.64832559,686.6802783,2564.725527,Male,97.59710112,11.48229576,13.81371931,4.70684005,Carrier A,4.966054259,Supplier 2,Delhi,28.2795053,922.5180135,5.173762439,31.47293572,Fail,4.551981342,Sea,Route B,317.9504895
haircare,SKU523,48.87404021,67.04126463,247.505887,1683.810985,Unknown,4.623497318,17.01341727,51.10221348,1.207926292,Carrier B,9.303265967,Supplier 2,Delhi,20.57042479,642.1574194,25.61407203,66.30361164,Pending,2.453688285,Rail,Route A,463.6627862
haircare,SKU524,35.10974243,24.63402165,605.5604713,9358.278365,Unknown,9.02017409,9.681253389,48.49553456,7.973175915,Carrier C,4.115497043,Supplier 2,Kolkata,17.11416701,355.359545,16.31980398,28.80263476,Pending,2.2114611,Sea,Route A,594.6540758
haircare,SKU525,48.77434936,65.68947284,205.7422165,1628.804029,Unknown,4.429207578,17.82715751,52.42784535,1.305680655,Carrier C,8.870427484,Supplier 4,Delhi,21.31172712,623.1322656,25.55973965,68.95104301,Pending,2.33291309,Rail,Route A,504.3297179
cosmetics,SKU526,66.89810773,32.11132424,528.1936948,1209.781346,Non-binary,96.326742,16.37328998,24.59651963,7.236167182,Carrier B,7.244968846,Supplier 1,Kolkata,10.2312074,181.9598186,3.8393855,2.735298741,Pass,0.481756516,Rail,Route C,319.0419822
skincare,SKU527,4.885887238,33.82731198,196.2311439,9246.573897,Male,4.049478553,25.81190979,1.568269688,8.314991078,Carrier B,9.730119451,Supplier 2,Bangalore,27.26353457,479.349045,3.456591852,40.81557823,Pending,3.405823133,Air,Route A,747.2508081
cosmetics,SKU528,92.56725015,10.75349842,82.6581324,6107.79345,Unknown,90.11412485,1,26.83916545,8.090313982,Carrier A,9.829034054,Supplier 1,Mumbai,22.9449629,370.5880352,9.27974566,47.60598867,Pending,1.974399817,Rail,Route B,524.0659383
haircare,SKU529,76.61397271,28.43145006,25.33413537,7452.90797,Male,28.30072127,15.40189405,7.941897523,3.044510784,Carrier C,7.058328123,Supplier 2,Mumbai,8.751465622,120.9170917,18.25879246,24.01731478,Fail,1.690615814,Rail,Route B,755.8888314
skincare,SKU530,35.36879653,93.66101233,594.1264422,9159.31269,Unknown,3.02725264,26.26558833,19.84037383,6.971776714,Carrier A,1.013486566,Supplier 1,Chennai,4.615609833,455.6917048,10.80722405,12.26751481,Pass,0.619921136,Road,Route C,508.0631198
skincare,SKU531,17.18747272,17.61509927,361.8737144,8992.931768,Unknown,42.52018952,26.31436268,71.57672145,8.245925666,Carrier C,4.452818957,Supplier 4,Mumbai,28.94281479,944.1214105,23.71500725,86.56798563,Fail,2.869676407,Rail,Route A,455.5612387
cosmetics,SKU532,54.22682144,73.9483439,708.8038851,9809.539869,Non-binary,69.43464304,1,88.56831757,5.12408743,Carrier B,9.289064266,Supplier 5,Mumbai,10.54595098,861.6488068,11.59702011,2.558255689,Pending,0.495272025,Air,Route B,340.9474957
cosmetics,SKU533,52.55064323,31.21511162,921.8656895,7246.991027,Female,10.40630943,18.86610139,70.38161249,5.919231642,Carrier C,7.399913285,Supplier 2,Delhi,5.874438015,809.4877684,18.57476215,21.4265209,Fail,3.140770296,Rail,Route A,591.6501708
haircare,SKU534,76.93256909,61.2428724,684.0056018,7258.016177,Unknown,14.4610955,13.87248911,25.97066227,9.026287798,Carrier B,8.397694394,Supplier 4,Delhi,18.18116793,443.9363695,26.62897693,60.49425545,Pending,1.341059128,Air,Route A,762.0957033
cosmetics,SKU535,50.22249264,43.1166875,283.8237075,2136.078807,Male,87.72633633,25.27598955,10.50835369,8.053023628,Carrier B,4.674992344,Supplier 2,Mumbai,4.549695738,699.6353971,29.19658082,64.41095173,Pass,0.314700033,Sea,Route B,233.5239598
skincare,SKU536,23.23198766,22.83807582,216.2243887,1082.517318,Unknown,33.61299833,14.6426563,22.37378176,5.621326746,Carrier B,1.279348274,Supplier 1,Mumbai,4.245052694,557.3677462,17.20829406,74.1020014,Pass,1.732001656,Air,Route B,253.4738527
haircare,SKU537,26.84927955,55.80901636,865.7963712,2352.794795,Unknown,68.37513843,1,61.73960556,10,Carrier A,9.777712178,Supplier 4,Kolkata,21.36556072,765.3995378,28.15836612,47.28761532,Fail,2.501255933,Rail,Route B,220.8777565
cosmetics,SKU538,77.39500774,59.92528314,731.0951334,9345.431177,Male,57.47312535,17.3244629,84.25576311,7.027720008,Carrier A,3.837164879,Supplier 2,Bangalore,22.01087677,943.9806309,10.64552357,68.0015411,Pending,0.632052022,Sea,Route A,131.2445893
skincare,SKU539,7.819171462,33.61898262,382.9182363,8834.422757,Unknown,79.3918154,4.326194456,24.66963295,7.052935718,Carrier A,2.910271065,Supplier 5,Kolkata,11.36547146,582.2265638,29.55765372,98.16716349,Pass,1.350697287,Rail,Route A,206.6751076
cosmetics,SKU540,80.54256066,65.02050401,657.9344402,7046.735637,Unknown,13.36070467,14.14051028,22.69690098,8.837332828,Carrier B,8.636905885,Supplier 4,Mumbai,17.87794634,429.1708844,25.53455205,58.40303073,Pending,1.246297883,Air,Route A,789.060628
skincare,SKU541,70.97946927,40.22046679,321.5572155,2731.840127,Female,99.25051416,30,87.82653941,4.234477736,Carrier A,1.502495129,Supplier 4,Kolkata,4.062626754,598.7919931,3.096314288,35.13688322,Fail,2.202972888,Road,Route C,399.1046095
skincare,SKU542,14.03140848,93.28206546,716.7448709,7333.952183,Female,50.65885554,30,35.18878736,2.280825203,Carrier A,9.784813563,Supplier 3,Mumbai,22.00653884,502.3629509,30,32.29884781,Pending,4.87302825,Road,Route B,469.7218838
cosmetics,SKU543,52.18421601,74.51963576,708.2298827,9441.046322,Non-binary,67.90193447,1,92.33004989,4.659475096,Carrier B,9.143634765,Supplier 5,Mumbai,9.916655139,872.1607296,12.12982328,3.166848307,Pending,0.583621076,Air,Route B,340.7623588
skincare,SKU544,25.62007544,54.14933784,710.8203014,8123.468087,Female,10.97564246,16.41599948,18.54276673,7.941640923,Carrier A,2.236337084,Supplier 5,Kolkata,24.82973936,877.4643939,27.88362753,40.83435273,Fail,3.546066841,Road,Route A,405.8767928
